Loyalty#,누적가치,Customer Name,alert
292356.0,11676.26,Daisy Hulburt,no
292358.0,30245.98,Kenisha Isa,no
292361.0,4770.55,Janene Aslanian,no
292364.0,17596.62,Adam Stick,no
292370.0,16387.5,Melody Rohm,no
292384.0,49105.74,Kendra Ventola,no
292392.0,69631.38,Joellen Madan,yes
292407.0,2652.29,Nu Chua,no
292454.0,2965.72,Reed Kuykendall,no
292477.0,12624.96,Maurice Burleson,no
292484.0,3618.69,Myra Brossoit,no
292497.0,3096.51,Latricia Stecker,no
292505.0,4005.72,Princess Filler,no
292516.0,2894.33,Jacquelynn Landquist,no
292546.0,2535.27,Henrietta Popa,no
292586.0,2372.16,Dora Hamid,no
292602.0,17645.43,Sol Longhenry,no
292617.0,6832.11,Winnie Raif,no
292618.0,8596.57,Danita Pesante,no
292643.0,35833.2,Gerri Buenger,no
292644.0,5595.39,Bette Charley,no
292680.0,5895.11,Tim Carosiello,no
292688.0,8188.92,Teodoro Klinko,no
292692.0,6040.84,Sherron Braband,no
292719.0,2526.73,Savanna Fraine,no
292747.0,2453.34,Heather Hemmert,no
292775.0,17250.75,Alta Baucum,no
292800.0,7057.89,Lilian Kayser,no
292814.0,6217.26,India Quimby,no
292843.0,7635.42,Johnny Hackworth,no
292844.0,37150.83,Rickey Bachas,no
292878.0,9877.3,Jeffery Nairn,no
292882.0,3961.59,Jon Hallstead,no
292884.0,5498.94,Patrice Barefield,no
292889.0,9880.1,Laree Vathroder,no
292901.0,4115.58,Zelma Hund,no
292943.0,2729.13,Earleen Cayson,no
292954.0,7587.34,Alexandra Minicucci,no
292957.0,3864.78,Augusta Schmeiser,no
292958.0,5880.26,Cinthia Seiders,no
292965.0,5515.41,George Enloe,no
292974.0,24978.42,Luella Bottcher,no
292984.0,7249.8,Alexander Zaldana,no
292987.0,7630.35,Gregorio Neske,no
293015.0,3360.44,Margurite Javier,no
293026.0,4347.59,Kimi Stasinos,no
293034.0,14401.14,Zoraida Mccraig,no
293042.0,7995.44,Elizebeth Ketcher,no
293046.0,3530.01,Sherilyn Fuger,no
293055.0,8646.5,Donovan Giorgi,no
293058.0,8609.16,Anna Amores,no
293075.0,8657.97,Devon Simco,no
293078.0,3549.75,Sal Jeffris,no
293079.0,5801.13,Candi Amber,no
293082.0,8984.04,Janetta Spiro,no
293085.0,8960.28,Lavonda Hogarth,no
293088.0,4463.0,Jewel Lafarga,no
293098.0,10507.5,Dina Virani,no
293100.0,7903.99,Lela Cappucci,no
293135.0,5812.0,Marianne Gupton,no
293137.0,5178.86,Kathrine Shult,no
293148.0,4726.96,Weston Conaway,no
293151.0,2794.91,Dan Sanseverino,no
293158.0,28013.699999999997,Loise Mechanic,no
293206.0,6476.0,Belen Kienle,no
293212.0,5107.16,Willow Tosi,no
293214.0,4692.05,Armandina Casperson,no
293222.0,5445.37,Dorethea Pfannenstein,no
293237.0,8436.35,Bernardina Firkey,no
293254.0,8026.38,Diedre Stainback,no
293258.0,7449.86,Yer Lemkau,no
293266.0,5246.28,Ann Jhanson,no
293274.0,10656.88,Victor Belland,no
293305.0,2899.32,Denita Petrik,no
293311.0,12350.06,Patrick Vargus,no
293316.0,5096.67,Vivan Mattson,no
293327.0,14536.79,Kristi Voita,no
293337.0,9263.18,Junko Connerton,no
293342.0,4496.9,Jarrett Caramanica,no
293343.0,8110.54,Annalisa Valido,no
293346.0,4508.86,Tisa Ellingson,no
293348.0,13038.58,Karol Spatz,no
293369.0,3528.04,Catherina Sankar,no
293370.0,4619.45,Herman Sorrells,no
293398.0,26822.62,Lonna Vajda,no
293399.0,4440.0,Asha Tulis,no
293431.0,4669.23,Anika Heare,no
293496.0,3567.5,Gregorio Starner,no
293497.0,17258.66,Nelia Tiberio,no
293525.0,25585.73,Barry Torino,no
293528.0,10491.36,Belia Glomski,no
293531.0,4784.77,Marshall Brockert,no
293554.0,4002.86,Janis Berrones,no
293575.0,7841.02,Jamal Goree,no
293579.0,6503.4,Rosario Perko,no
293615.0,2584.82,Rubi Ockey,no
293619.0,3086.87,Patricia Naz,no
293663.0,3122.98,Shanda Besong,no
293670.0,5534.58,Sherell Cioppa,no
293676.0,4330.8,Enda Vermilya,no
293682.0,8663.5,Long Trube,no
293685.0,6906.2,Sammie Heins,no
293689.0,5102.46,Elfreda Stagman,no
293690.0,6703.14,Frankie Fontus,no
293693.0,5671.09,Gloria Kabigting,no
293707.0,7083.21,Rudy Ferrante,no
293740.0,2713.56,Tyrell Sanmartin,no
293779.0,3721.39,Korey Haaby,no
293811.0,9591.23,Meda Eakins,no
293841.0,5595.97,Bettyann Crosland,no
293880.0,6618.5,Marjory Hernandaz,no
293887.0,6727.62,Roxy Cockerham,no
293937.0,83490.02,Glady Marbley,yes
293939.0,7842.87,Eleanor Beisch,no
294000.0,16775.81,Muoi Lawal,no
294005.0,7614.83,Lorette Todaro,no
294016.0,31161.75,Emmett Shadden,no
294027.0,5745.34,Lavern Gherman,no
294039.0,9191.73,Zula Litteer,no
294042.0,7212.52,Mel Muth,no
294048.0,27220.22,Jaime Lawhead,no
294071.0,2599.04,Elinor Silfies,no
294082.0,13092.93,Cleopatra Luskin,no
294131.0,9764.95,Goldie Shadley,no
294172.0,17249.64,Nada Branine,no
294184.0,7379.46,Stacey Colletta,no
294206.0,11199.09,Rhoda Dukes,no
294223.0,4762.59,Wan Hinshaw,no
294238.0,6582.45,Willodean Gadoury,no
294273.0,5565.69,Saundra Numan,no
294278.0,8661.74,Idell Staker,no
294279.0,10384.72,Bula Benner,no
294283.0,2585.96,Enoch Bueschel,no
294289.0,36897.8,Betsy Figurelli,no
294320.0,8563.97,Aja Favuzza,no
294322.0,7838.74,Chantal Stacks,no
294334.0,5569.94,Damaris Grass,no
294348.0,4463.0,Gloria Stfort,no
294374.0,5264.36,Julia Windell,no
294381.0,4185.76,Coral Ozog,no
294388.0,5704.98,Terri Concilio,no
294395.0,10255.8,Wynona Hoss,no
294396.0,9764.95,Luanna Devins,no
294399.0,6010.5,Jacalyn Tranel,no
294413.0,30118.66,Toya Balthazor,no
294419.0,3214.98,Kendal Steves,no
294435.0,15059.72,Maggie Dulin,no
294448.0,12194.42,Camille Eastes,no
294467.0,33718.84,Carolynn Ojala,no
294486.0,20237.15,Sasha Malling,no
294515.0,18970.29,Mistie Dahlstedt,no
294530.0,16301.97,Patti Allenson,no
294574.0,17373.68,Camilla Scheiblich,no
294580.0,8496.36,Awilda Rosetta,no
294584.0,2777.34,Josette Corporal,no
294602.0,5029.3,Jo Kaunisto,no
294617.0,8522.76,Max Latzig,no
294634.0,5016.14,Royal Kellison,no
294636.0,5103.36,Brenda Malamud,no
294638.0,6008.18,Angelia Hamel,no
294642.0,8672.23,Beula Philipson,no
294657.0,6273.91,Edyth Paree,no
294671.0,6172.39,Rebecka Horsford,no
294674.0,34611.38,Aurelio Degennaro,no
294694.0,22332.44,Amberly Walterscheid,no
294700.0,7813.41,Lorie Salta,no
294705.0,11469.2,Librada Caughorn,no
294717.0,11255.46,Serafina Ordman,no
294728.0,7516.79,Zola Daigh,no
294738.0,5358.27,Bethann Catucci,no
294753.0,13390.829999999998,Shanell Garnand,no
294790.0,19964.4,Berry Smeltz,no
294806.0,5214.97,Vannessa Ibey,no
294817.0,2785.42,Naomi Micco,no
294827.0,5345.68,Rodrick Bahamonde,no
294845.0,9291.68,Gracie Vajnar,no
294846.0,15120.21,Clemente Ellenbogen,no
294849.0,4791.14,Roberta Syck,no
294865.0,9848.119999999999,Torrie Honhart,no
294881.0,8667.09,Kourtney Bevis,no
294904.0,6179.7,Kallie Tsou,no
294961.0,5091.04,Shad Mbamalu,no
294982.0,4728.86,Loida Absher,no
295043.0,20692.98,Stacy Meacham,no
295046.0,10626.81,Lani Eaton,no
295052.0,6889.1,Rosaria Moel,no
295053.0,4935.19,Nannette Gurrola,no
295054.0,10704.44,Evelynn Warbritton,no
295057.0,3939.01,Ollie Moldovan,no
295064.0,10634.84,Santina Swierczek,no
295065.0,11735.77,Joanie Darwin,no
295076.0,13736.13,Hoa Spriggle,no
295078.0,35861.2,Rueben Samuel,no
295094.0,4533.73,Francene Buschman,no
295102.0,4706.68,Griselda Cooksley,no
295107.0,4550.86,Rufus Marold,no
295122.0,2719.26,Norma Rotkowski,no
295133.0,9320.8,Mollie Matalka,no
295138.0,8681.05,Daina Geiss,no
295147.0,4048.16,Timothy Loli,no
295154.0,17387.26,Dominque Pechon,no
295161.0,4686.47,Catherin Nealy,no
295165.0,6285.31,Venita Cafourek,no
295203.0,6662.9,Silas Pulley,no
295205.0,2203.44,Annelle Gonzale,no
295217.0,4059.57,Ruthanne Cavicchi,no
295228.0,5728.58,Veronica Matuke,no
295265.0,64618.76,Samatha Yago,yes
295275.0,2326.86,Danica Bouchillon,no
295302.0,2661.82,Lien Lightbody,no
295310.0,3657.59,Floria Zador,no
295327.0,25463.9,Shenika Fillingim,no
295329.0,2308.69,Carmelina Bergant,no
295342.0,13006.8,Tressa Wilcox,no
295343.0,5329.13,Brynn Milliren,no
295355.0,42937.35,Ashleigh Nipple,no
295358.0,18891.3,Aurelia Reckard,no
295371.0,20700.86,Margarite Nailor,no
295387.0,15417.73,Susann Megraw,no
295390.0,4916.58,Arletha Mciltrot,no
295392.0,13115.41,Neville Matt,no
295404.0,4476.81,Maren Southall,no
295410.0,5308.43,Ivy Crover,no
295412.0,10656.88,Julianne Landress,no
295423.0,2127.92,Lyda Verch,no
295465.0,2542.06,Pricilla Koren,no
295470.0,7516.83,Nisha Abston,no
295472.0,13725.02,Saul Polizio,no
295476.0,27666.3,Olene Shaffer,no
295497.0,4361.37,Echo Larcher,no
295501.0,8409.67,Alejandrina Alfonzo,no
295507.0,47073.5,Lyman Lonabaugh,no
295510.0,2906.89,Lester Avera,no
295522.0,4755.19,Mercedez Carlone,no
295533.0,7091.74,Senaida Knauer,no
295561.0,22337.16,Migdalia Kosiba,no
295578.0,2272.31,Amelia Mckernan,no
295596.0,4217.86,Corene Eisenberger,no
295603.0,2838.07,Cynthia Rarick,no
295609.0,26576.32,Pura Kopacz,no
295622.0,10568.62,Daryl Colmer,no
295632.0,5099.51,Rolf Olmsted,no
295648.0,4638.95,Clare Berrett,no
295660.0,6182.62,Rigoberto Mukherjee,no
295678.0,5395.09,Herbert Devine,no
295680.0,7056.08,Carleen Boylston,no
295709.0,10827.87,Rosalia Sanda,no
295712.0,26933.84,Barbar Scruggs,no
295713.0,3208.92,Ariane Bingert,no
295738.0,8231.09,Man Rydberg,no
295762.0,8355.64,Leilani Partida,no
295795.0,7880.34,Dante Zaccagnini,no
295841.0,7507.46,Kyla Abraham,no
295881.0,4513.44,Diana Milnik,no
295884.0,3728.87,Jeane Rehkop,no
295888.0,13094.2,Louisa Manous,no
295906.0,14492.05,Shanel Palardy,no
295918.0,4371.19,Roxie Radon,no
295929.0,17049.18,Juli Fietek,no
296007.0,13685.16,Leia Mausser,no
296011.0,50859.240000000005,Altagracia Aguilera,yes
296082.0,9697.8,Gerri Bousman,no
296088.0,22816.920000000002,Shirlene Floore,no
296089.0,41183.399999999994,Dorthey Shanholtzer,no
296091.0,38554.26,Kyle Yarber,no
296094.0,8750.71,Luella Moore,no
296095.0,20604.02,Shelly Weyhrauch,no
296097.0,26914.54,Melynda Rindfleisch,no
296098.0,2160.92,Brendan Berstler,no
296104.0,13891.68,Tamara Igler,no
296117.0,4839.11,Zola Fluty,no
296135.0,5380.32,Katie Tarkington,no
296141.0,11172.5,Camellia Macia,no
296146.0,17087.05,Murray Cough,no
296148.0,3360.44,Tierra Nigg,no
296163.0,7588.36,Opal Buntz,no
296169.0,26338.59,Leontine Eastep,no
296176.0,5630.79,Angeline Bretthauer,no
296217.0,9047.12,Mari Gustafson,no
296243.0,37535.1,Alejandra Amoako,no
296264.0,7568.85,Tomi Paulik,no
296274.0,2867.21,Shizue Delson,no
296278.0,27637.83,Kellie Ronin,no
296282.0,11618.56,Eden Kennealy,no
296302.0,18816.68,Aline Marte,no
296321.0,16921.62,Season Walpole,no
296337.0,14007.689999999999,Keiko Santmier,no
296412.0,4533.73,Ray Nucklos,no
296430.0,10507.5,Wilber Kinsella,no
296457.0,5754.85,Jamaal Tetrault,no
296507.0,40224.01,Marci Kyler,no
296521.0,81273.34,Hortensia Walth,yes
296525.0,5799.06,Ronnie Keylon,no
296536.0,5123.17,Deshawn Treine,no
296539.0,7469.56,Mandie Clusky,no
296545.0,6418.25,Lorri Kaukola,no
296556.0,9149.04,Santana Larriuz,no
296566.0,32936.340000000004,Annette Silverberg,no
296567.0,2574.02,Felice Latzig,no
296579.0,14536.2,Rebecca Villarin,no
296626.0,3289.12,Carlita Fresch,no
296644.0,2582.86,Jaqueline Diener,no
296653.0,7861.8,Annetta Silverstone,no
296670.0,7937.06,Simona Pieper,no
296689.0,15031.14,Sue Roe,no
296690.0,2308.65,Ja Neumeister,no
296709.0,2616.61,Lilliam Schnitz,no
296736.0,4717.63,Selene Broody,no
296816.0,2746.92,Kirk Lor,no
296855.0,7957.34,Victor Chabaud,no
296880.0,6886.32,Roderick Horovitz,no
296887.0,5632.61,Annice Utter,no
296894.0,2050.62,Rochel Dampf,no
296897.0,9725.82,Ericka Laditka,no
296903.0,13466.92,Benjamin Rickenbaker,no
296915.0,7564.61,Kanisha Agliam,no
296928.0,4499.49,Dinah Yousef,no
296931.0,66946.7,Brande Schnabel,yes
296937.0,8209.05,Opal Cabreros,no
296942.0,18240.14,Carolyne Annarumo,no
296950.0,3731.5,Cathy Felsenthal,no
296963.0,11424.76,Eric Buehler,no
296980.0,6185.34,Nicolas Brugal,no
296997.0,17129.54,Alesha Slaff,no
297020.0,4737.41,Lesa Carpino,no
297043.0,3713.8,Lynsey Ahsing,no
297045.0,5070.64,Andrea Ehrismann,no
297101.0,5325.72,Carli House,no
297109.0,15957.93,Esteban Sobeski,no
297116.0,5217.51,Collen Skorupski,no
297120.0,14709.0,Gayle Acuff,no
297137.0,9726.55,Anjelica Prokop,no
297138.0,2273.62,Jaimie Willetts,no
297145.0,14947.92,Lavona Sitz,no
297153.0,22799.699999999997,Fabian Destro,no
297159.0,6134.39,Shala Mechler,no
297164.0,2470.44,Manuela Leffingwell,no
297167.0,25219.17,Precious Kalisch,no
297169.0,4550.86,Leontine Miklos,no
297172.0,5595.39,Tiny Sivan,no
297180.0,2682.42,Chauncey Coaxum,no
297185.0,8586.02,Mohammad Heebsh,no
297186.0,18690.34,Kiana Shuecraft,no
297210.0,9047.12,Whitney Wynter,no
297218.0,5772.46,Basil Garcea,no
297221.0,16197.02,Rosalba Straugter,no
297226.0,4804.36,Ayako Mccombs,no
297232.0,4474.48,Dorthy Kounthong,no
297243.0,3885.46,Rosaura Weiglein,no
297249.0,8607.48,Lannie Loverdi,no
297263.0,4669.23,Sharon Demora,no
297277.0,4984.62,Calvin Vandeusen,no
297279.0,21853.35,Caridad Coomes,no
297281.0,11378.89,Cassey Jonathan,no
297287.0,5480.1,Bennie Mcclimon,no
297306.0,16138.42,Corrine Sardina,no
297327.0,3895.03,Narcisa Schapp,no
297334.0,25026.65,Marquerite Fritzpatrick,no
297346.0,2784.97,Karly Rodman,no
297353.0,4291.06,Florance Ciriaco,no
297370.0,6846.15,Gustavo Liscio,no
297379.0,6624.64,Delbert Terrell,no
297382.0,23263.76,Bernarda Tavana,no
297387.0,4330.39,Antoinette Forbis,no
297408.0,14435.67,Kylee Dekany,no
297421.0,7200.66,Tomoko Mcgarrity,no
297427.0,8528.29,Fredricka Shippey,no
297469.0,2444.33,Darius Wokwicz,no
297489.0,11039.32,Iona Carotenuto,no
297496.0,9029.71,Lieselotte Abuaita,no
297512.0,10760.18,Denver Cavagna,no
297520.0,8453.68,Garth Finkle,no
297542.0,41987.07,Ginger Timme,no
297558.0,8685.92,Natalya Dalby,no
297568.0,11429.12,Faustino Swaim,no
297600.0,10111.8,Keli Dottavio,no
297604.0,12963.06,Gwyn Farhart,no
297607.0,9298.89,Benita Chiphe,no
297621.0,31647.88,Myrtis Efford,no
297636.0,22757.78,Jaime Faupel,no
297648.0,22757.78,Leah Orihuela,no
297665.0,30469.5,Petronila Pesick,no
297668.0,2869.74,Armando Kalen,no
297672.0,15327.02,Elias Akinyooye,no
297684.0,2885.74,Lisa Krylo,no
297689.0,6620.44,Candy Middleton,no
297702.0,7409.08,Chiquita Magpali,no
297723.0,52811.49,Takako Zitzelberger,yes
297733.0,66559.54,Shantelle Washam,yes
297740.0,7255.58,Daphine Karro,no
297764.0,5600.5,Veronique Benchoff,no
297803.0,4524.64,Estela Frech,no
297807.0,2615.14,Barbara Sorge,no
297821.0,5406.88,Florentina Jaqua,no
297823.0,121112.38,Glynis Souchet,yes
297840.0,3034.8,Adriane Bolinder,no
297851.0,9550.96,Isabelle Achee,no
297869.0,5154.76,Ali Bullara,no
297881.0,19378.920000000002,Leslee Compau,no
297914.0,2636.98,Wendie Clyne,no
297949.0,12010.42,Nedra Rattliff,no
297954.0,2345.13,Emil Dagenais,no
297964.0,2064.7,Maude Drones,no
298006.0,11871.14,Monica Fraiser,no
298012.0,13197.93,Britteny Lafollette,no
298017.0,40247.74,Terrance Dagraca,no
298025.0,6725.04,Calista Timone,no
298032.0,5895.11,Roger Mizenko,no
298034.0,2682.7,Julian Debruin,no
298052.0,6988.4,Jesenia Wooderson,no
298058.0,23020.89,Ling Capers,no
298063.0,8204.86,Nichol Dalal,no
298066.0,18474.06,Maureen Huenink,no
298085.0,5646.32,Elza Kozma,no
298098.0,6285.48,Joel Jessop,no
298101.0,26759.62,Fonda Stoffey,no
298108.0,24349.18,Meghan Odenwald,no
298156.0,3238.0,Darci Strejcek,no
298160.0,4285.78,Betsey Mahi,no
298181.0,31277.16,Usha Dufer,no
298202.0,8485.33,Nakisha Pirone,no
298218.0,11700.64,Evelyn Krenn,no
298232.0,6999.98,Chasidy Wellen,no
298249.0,8688.75,Rosa Atchinson,no
298266.0,30856.02,April Garand,no
298280.0,9420.97,Brande Montandon,no
298303.0,8444.84,Rivka Millinor,no
298318.0,6285.15,Julene Wygand,no
298327.0,2693.53,Annetta Mordino,no
298330.0,2309.88,Genevive Rheault,no
298337.0,5532.86,Lorelei Ulmen,no
298343.0,5963.17,Sherril Licause,no
298344.0,4786.08,Alvin Fruusto,no
298363.0,8896.5,Antonia Holberg,no
298367.0,3946.37,Nanette Sennott,no
298374.0,2962.72,Josefine Zschoche,no
298384.0,3548.15,Joellen Dinitto,no
298410.0,11923.75,Natalia Fickling,no
298426.0,11693.04,Genie Wadford,no
298473.0,8736.5,Lila Willars,no
298502.0,12468.62,Jonna Dutra,no
298506.0,5554.83,Marlyn Taberski,no
298530.0,15361.5,Emilia Pluid,no
298535.0,2810.46,Rubin Viguerie,no
298538.0,19728.22,Yi Wayts,no
298539.0,2425.3,Hilario Millener,no
298543.0,27541.96,Phebe Baumohl,no
298594.0,15234.75,Woodrow Sauser,no
298600.0,4685.5,Dee Sadak,no
298601.0,5030.82,Patti Oertle,no
298638.0,39242.37,Sydney Wolfer,no
298644.0,14019.98,Antone Goga,no
298651.0,4089.46,Marion Lebitski,no
298656.0,6185.1,Isobel Traficante,no
298659.0,5595.39,Cythia Madariaga,no
298671.0,13171.01,Davida Argro,no
298681.0,4981.83,Ivette Cerecedes,no
298712.0,8717.78,Lenna Marano,no
298785.0,2538.63,Monnie Archer,no
298789.0,6117.03,Wava Roemen,no
298795.0,15619.72,Mario Meryman,no
298813.0,7955.44,Alda Gwin,no
298817.0,5094.52,Reggie Tapley,no
298829.0,9222.5,Joel Duvel,no
298835.0,18131.19,Lane Alsbrooks,no
298845.0,6275.16,Marvin Shirai,no
298853.0,2746.12,Genoveva Swatt,no
298865.0,5225.52,Sharlene Marbry,no
298869.0,15547.170000000002,Hilario Wischmeier,no
298883.0,5335.02,Numbers Purdue,no
298913.0,7750.12,Neta Weuve,no
298925.0,6035.09,Eleanora Winnegan,no
298944.0,7636.28,Robbi Landucci,no
298949.0,10155.3,Karry Mcglew,no
298961.0,36949.42,Melaine Pinski,no
298967.0,10179.38,Everett Rodamis,no
298999.0,5498.94,Raylene Pfannenstein,no
299000.0,8614.69,Daniele Mckeighan,no
299027.0,4475.05,Tonja Coatley,no
299034.0,20310.6,Taylor Atkerson,no
299042.0,7245.18,Jutta Swopshire,no
299107.0,2570.19,Margret Kerstein,no
299112.0,5619.65,Madeline Calderaro,no
299113.0,4853.92,Mayra Shanor,no
299114.0,12302.76,Toby Perillo,no
299123.0,25107.1,Donovan Hore,no
299124.0,8720.46,Sharilyn Aroche,no
299151.0,5542.1,Colin Haugrud,no
299165.0,9198.69,Eli Misnick,no
299169.0,5678.05,Roselyn Begen,no
299172.0,28008.36,Ambrose Lynah,no
299184.0,9490.41,Ronnie Pak,no
299197.0,11836.66,Natalia Minty,no
299204.0,7805.31,Lakeesha Baskind,no
299205.0,4590.81,Tracie Bahner,no
299210.0,8197.2,Crystal Luby,no
299227.0,2363.3,Lahoma Planty,no
299257.0,8478.82,Jeanmarie Akhavan,no
299261.0,19160.99,Joyce Wun,no
299278.0,9346.4,Shaquana Cripe,no
299291.0,28489.46,Giuseppe Issac,no
299299.0,20969.84,Jack Dollar,no
299301.0,7635.55,Corinne Ozane,no
299305.0,2884.64,Merle Sensor,no
299306.0,2336.29,Jeremiah Barlip,no
299335.0,11039.02,Ilene Mclaine,no
299345.0,8078.53,Ashanti Lazares,no
299346.0,10308.39,Gerry Gonyou,no
299359.0,8012.84,Maida Brentz,no
299366.0,4877.61,Ashanti Matelski,no
299367.0,3837.49,Cristi Aronstein,no
299384.0,7956.15,Enrique Mathwich,no
299397.0,4935.64,Catarina Huffstickler,no
299401.0,46871.46,Xiao Lev,no
299406.0,7829.49,Tomasa Hausler,no
299412.0,8024.51,Josefa Narine,no
299419.0,18431.08,Fumiko Skahan,no
299441.0,7055.96,Drusilla Henslee,no
299448.0,17025.73,Tran Scherbring,no
299452.0,4117.37,Yi Musse,no
299454.0,3107.59,Ressie Frame,no
299464.0,30228.8,Melvin Mckie,no
299485.0,7623.58,Taylor Nasif,no
299501.0,6785.54,Cynthia Selinger,no
299547.0,8571.48,Christal Diercks,no
299573.0,6484.08,Sharda Leben,no
299585.0,3731.5,Joanie Eidem,no
299586.0,7478.31,Eura Coval,no
299597.0,10495.89,Nikole Collet,no
299609.0,4575.2,Lisa Hindes,no
299626.0,7492.06,Ciara Murphy,no
299659.0,23903.68,Sherita Rosselli,no
299663.0,4491.91,Margaretta Creeks,no
299682.0,8986.61,Leonila Stenback,no
299685.0,2855.93,Kathrine Rape,no
299699.0,4793.34,Nola Eisenmenger,no
299702.0,11660.57,So Steiling,no
299725.0,8324.400000000001,Joaquina Gongalez,no
299731.0,4170.57,Burl Sherley,no
299737.0,13891.68,Jessenia Nunev,no
299740.0,16589.94,Lamonica Omland,no
299742.0,4502.21,Edison Falconer,no
299760.0,11581.14,Etsuko Trippi,no
299765.0,22103.51,Taylor Crooker,no
299769.0,8532.99,Shanice Suleski,no
299792.0,12421.86,Brooks Bonow,no
299796.0,5234.33,Kami Mcmichael,no
299828.0,8436.35,Corazon Milardo,no
299830.0,8431.380000000001,Darnell Matheis,no
299845.0,6827.04,Christopher Ledec,no
299847.0,12344.78,Christia Evoy,no
299852.0,14200.66,Kymberly Diewold,no
299878.0,9079.82,Stanford Wooton,no
299915.0,2274.67,Peggie Gould,no
299919.0,4612.86,Delisa Sole,no
299935.0,14503.02,Numbers Tadgerson,no
299962.0,16089.74,Shona Nine,no
299988.0,12022.39,Marquitta Braam,no
299996.0,5148.04,Marlys Bley,no
300008.0,6005.21,Estela Scheuer,no
300010.0,4719.76,Chia Obermiller,no
300021.0,8434.46,Mary Terhorst,no
300023.0,35227.3,Deon Mathson,no
300039.0,7233.54,Jason Brosnahan,no
300044.0,9259.72,Genevie Marcinkowski,no
300051.0,6837.54,Jarred Mcnorton,no
300061.0,28033.62,Kiesha Midthun,no
300090.0,10662.63,Roni Biddick,no
300094.0,13261.68,Cathern Glanzer,no
300106.0,6270.82,Mira Minvielle,no
300107.0,5437.91,Jenae Lamphiear,no
300113.0,5274.3,Shantae Olkowski,no
300121.0,14194.15,Natacha Pazos,no
300151.0,8886.61,Sindy Deloach,no
300156.0,8255.06,Dusti Atherley,no
300161.0,8027.7,Tamera Mcgurr,no
300166.0,2458.45,Mistie Bradt,no
300172.0,4520.34,Jacquie Giannone,no
300175.0,5270.01,Narcisa Schlachter,no
300194.0,2594.91,Selma Benney,no
300217.0,4762.82,Berna Negroni,no
300220.0,8447.8,Jaymie Bicket,no
300224.0,11972.78,Jacqulyn Degenhardt,no
300235.0,7330.19,Rachelle Knieper,no
300239.0,29574.31,Joel Kangleon,no
300244.0,3105.35,Joaquina Valladores,no
300248.0,19199.9,Gail Rutland,no
300296.0,15359.36,Genevive Droneburg,no
300311.0,4697.15,Rhona Schweda,no
300332.0,5387.06,Thad Bax,no
300366.0,14344.14,Felipa Canson,no
300368.0,13061.12,Karissa Mossel,no
300371.0,61818.44,Lavonna Lancz,yes
300376.0,2417.76,Carolyn Papandrea,no
300395.0,2302.82,Raguel Tetreau,no
300405.0,15044.14,Rosalie Brossart,no
300454.0,10117.26,Evelyn Gellis,no
300460.0,32725.3,Susannah Nedley,no
300465.0,2064.7,Bernetta Rovell,no
300529.0,2552.04,Damion Hora,no
300593.0,2690.78,Johnie Lampley,no
300606.0,10171.48,Sharell Myrck,no
300623.0,18060.48,Audrie Husk,no
300634.0,17408.56,Daniel Tachauer,no
300664.0,12790.7,Danna Grisby,no
300668.0,1994.77,Gail Venancio,no
300676.0,2114.74,Karleen Scamehorn,no
300678.0,6481.53,Bryan Hillaire,no
300685.0,18061.92,Kenton Harmeson,no
300733.0,33473.35,Cleo Schwenck,no
300739.0,13333.39,Richard Brod,no
300744.0,2414.07,Andres Fischels,no
300763.0,2530.81,Macie Yanek,no
300772.0,2707.43,Ranee Wruck,no
300798.0,3515.83,Eliseo Peaslee,no
300806.0,2631.56,Taryn Schoessow,no
300808.0,9384.65,Johana Kanan,no
300818.0,4787.84,Abdul Anspach,no
300836.0,10963.96,Salley Clure,no
300838.0,4379.77,Delphia Sutch,no
300845.0,5390.7,Cathi Rayome,no
300857.0,8595.15,Reyes Spiter,no
300865.0,33063.4,Lidia Clift,no
300867.0,5099.51,Andrew Bitsuie,no
300870.0,5206.11,Kandra Vanleer,no
300884.0,4784.77,Stacia Zeeb,no
300886.0,3508.57,Victorina Younghans,no
300894.0,2616.61,Son Roegner,no
300911.0,5083.26,Valorie Walmer,no
300914.0,24238.66,Ernestina Bavard,no
300928.0,2522.41,Mitch Leidel,no
300945.0,19940.25,Tish Mandolfo,no
300952.0,3420.45,Leland Weikal,no
300960.0,41728.62,Antonia Fuest,no
300964.0,9035.67,Nancee Greczkowski,no
301002.0,2738.0,Lecia Parshotam,no
301014.0,3184.36,Kirsten Gaytan,no
301053.0,18767.55,Keneth Cutrell,no
301055.0,7370.62,Benedict Snelson,no
301067.0,4917.89,Melanie Lonabaugh,no
301079.0,13923.9,Kenna Rainer,no
301094.0,7600.44,Issac Maslak,no
301096.0,5558.3,Corina Pfifer,no
301112.0,2867.31,Latosha Ponzo,no
301129.0,2705.99,Ellen Svedin,no
301132.0,7812.89,Dusty Griffin,no
301152.0,2902.62,Delmer Olufson,no
301155.0,35461.36,Shavon Keleman,no
301168.0,4072.85,Carri Gralak,no
301241.0,5389.5,Faustina Lenord,no
301243.0,7268.74,Sunni Vindiola,no
301252.0,9259.72,Paris Pellegrino,no
301264.0,7126.6,Kristal Fuhrman,no
301273.0,3560.63,Lyman Woiwode,no
301291.0,2530.33,Markus Mcgeever,no
301301.0,29732.9,Phillip Brule,no
301320.0,5390.7,Cindy Anzideo,no
301323.0,5926.73,Carisa Langlands,no
